10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 0110.1101000011100101, 011.1101001000011111, 010.1101010000101100, 011.0001000001000001, 010.0100011000101011, 10000000000000000, 00000010011101010, 00100011001110011, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 0110.0101001010111101, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 011.1110100100001111, 01.0000001011011110, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000, 10000000000000000
