3.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26367188, 0.0, 0.1953125, 0.0
0.9667969, 0.0, 0.0, 0.0, 0.0, 0.25, 2.4414062, 0.0, 0.30078125, 0.0
0.0, 0.0, 0.0, 0.0, 0.29296875, 0.19921875, 0.0, 0.71875, 0.25585938, 2.7285156
2.9921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28125, 0.28320312
0.0, 2.1777344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33007812, 0.0
0.0, 0.0, 0.0, 1.2011719, 0.0, 2.4746094, 0.0, 0.0, 0.6113281, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7832031, 0.095703125, 2.6621094
0.0, 0.0, 0.0, 1.0683594, 0.0, 0.0, 0.0, 2.8242188, 0.0, 0.5761719
0.0, 0.0, 0.0, 1.4355469, 0.0, 1.1035156, 0.0, 0.0, 0.9863281, 0.0
0.0, 0.0, 0.0, 0.0, 2.7832031, 0.0, 0.0, 0.05078125, 0.0, 0.8984375
