0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 60 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 60 120 180 180 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 120 180 240 180 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 60 180 240 180 120 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 60 180 240 120 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 120 240 180 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 60 120 240 180 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 60 180 240 120 60 0 0 0 0 60 120 120 120 120 60 0 0 0 0 0 0
0 0 0 0 0 0 0 120 240 240 120 0 0 0 60 120 180 240 240 240 240 180 120 0 0 0 0 0
0 0 0 0 0 0 0 120 240 180 60 0 0 60 120 240 240 240 240 180 240 240 180 60 0 0 0 0
0 0 0 0 0 0 60 180 240 120 60 60 120 180 240 240 240 180 120 60 120 240 180 60 0 0 0 0
0 0 0 0 0 0 60 240 240 120 60 60 180 240 240 180 120 60 0 0 60 180 180 60 0 0 0 0
0 0 0 0 0 0 120 240 240 120 60 120 240 240 180 60 0 0 0 0 60 180 180 60 0 0 0 0
0 0 0 0 0 0 120 240 240 120 120 180 240 180 60 0 0 0 0 0 120 180 120 60 0 0 0 0
0 0 0 0 0 0 120 240 240 120 60 180 240 180 60 0 0 0 0 60 180 180 120 60 0 0 0 0
0 0 0 0 0 0 120 240 240 120 60 120 240 240 180 60 0 0 60 120 180 180 60 0 0 0 0 0
0 0 0 0 0 0 120 240 240 120 0 60 120 180 180 120 60 60 120 180 180 120 60 0 0 0 0 0
0 0 0 0 0 0 60 240 240 180 60 60 60 120 180 120 120 180 240 180 120 60 0 0 0 0 0 0
0 0 0 0 0 0 60 120 240 240 180 120 120 120 180 240 240 240 180 120 60 0 0 0 0 0 0 0
0 0 0 0 0 0 0 60 120 180 240 240 240 240 240 240 240 180 60 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 60 120 120 180 180 180 180 120 120 60 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 60 60 60 60 60 60 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
